nflverse_game_id,week,posteam,defteam,defense_personnel,defense_id,short_name,position_group,snaps
2025_07_PIT_CIN,7,CIN,PIT,p_344,00-0034251,D.Ekuale,DL,3
2025_07_PIT_CIN,7,CIN,PIT,p_344,00-0036333,A.Highsmith,LB,7
2025_07_PIT_CIN,7,CIN,PIT,p_344,00-0040188,Y.Black,DL,4
2025_07_PIT_CIN,7,CIN,PIT,p_245,00-0040188,Y.Black,DL,9
2025_07_PIT_CIN,7,CIN,PIT,p_155,00-0040678,D.Harmon,DL,1
2025_07_PIT_CIN,7,PIT,CIN,p_425,00-0036850,C.Sample,DL,6
2025_07_PIT_CIN,7,CIN,PIT,p_335,00-0027969,C.Heyward,DL,1
2025_07_PIT_CIN,7,CIN,PIT,p_335,00-0030062,D.Slay,DB,1
2025_07_PIT_CIN,7,CIN,PIT,p_335,00-0033055,J.Ramsey,DB,1
2025_07_PIT_CIN,7,CIN,PIT,p_335,00-0033886,T.Watt,LB,1
2025_07_PIT_CIN,7,CIN,PIT,p_335,00-0033294,C.Clark,DB,1
2025_07_PIT_CIN,7,CIN,PIT,p_335,00-0034277,D.Elliott,DB,1
2025_07_PIT_CIN,7,CIN,PIT,p_335,00-0036323,P.Queen,LB,1
2025_07_PIT_CIN,7,CIN,PIT,p_335,00-0036333,A.Highsmith,LB,1
2025_07_PIT_CIN,7,CIN,PIT,p_335,00-0039167,J.Porter,DB,1
2025_07_PIT_CIN,7,CIN,PIT,p_335,00-0039110,K.Benton,DL,1
2025_07_PIT_CIN,7,CIN,PIT,p_335,00-0040678,D.Harmon,DL,1
2025_07_PIT_CIN,7,CIN,PIT,p_245,00-0036504,B.Echols,DB,22
2025_07_PIT_CIN,7,PIT,CIN,p_425,00-0038642,D.Ivey,DB,1
2025_07_PIT_CIN,7,PIT,CIN,p_434,00-0034754,O.Burks,LB,4
2025_07_PIT_CIN,7,PIT,CIN,p_425,00-0034754,O.Burks,LB,2
2025_07_PIT_CIN,7,CIN,PIT,p_344,00-0036504,B.Echols,DB,4
2025_07_PIT_CIN,7,CIN,PIT,p_155,00-0036504,B.Echols,DB,1
2025_07_PIT_CIN,7,CIN,PIT,p_344,00-0033294,C.Clark,DB,1
2025_07_PIT_CIN,7,PIT,CIN,p_326,00-0036199,G.Stone,DB,2
2025_07_PIT_CIN,7,PIT,CIN,p_326,00-0036902,J.Ossai,DL,2
2025_07_PIT_CIN,7,PIT,CIN,p_326,00-0036884,M.Wilson,DB,2
2025_07_PIT_CIN,7,PIT,CIN,p_326,00-0037743,D.Hill,DB,2
2025_07_PIT_CIN,7,PIT,CIN,p_326,00-0038546,M.Murphy,DL,2
2025_07_PIT_CIN,7,PIT,CIN,p_326,00-0038549,D.Turner,DB,2
2025_07_PIT_CIN,7,PIT,CIN,p_326,00-0038560,J.Battle,DB,2
2025_07_PIT_CIN,7,PIT,CIN,p_326,00-0038642,D.Ivey,DB,2
2025_07_PIT_CIN,7,PIT,CIN,p_326,00-0039908,K.Jenkins,DL,2
2025_07_PIT_CIN,7,PIT,CIN,p_326,00-0040738,D.Knight,LB,2
2025_07_PIT_CIN,7,PIT,CIN,p_326,00-0040157,B.Carter,LB,2
2025_07_LA_JAX,7,JAX,LA,p_335,00-0034203,D.Williams,DB,18
2025_07_LA_JAX,7,JAX,LA,p_335,00-0036349,K.Curl,DB,25
2025_07_LA_JAX,7,JAX,LA,p_335,00-0037839,C.Durant,DB,14
2025_07_LA_JAX,7,JAX,LA,p_335,00-0037841,Q.Lake,DB,25
2025_07_LA_JAX,7,JAX,LA,p_335,00-0037587,N.Landman,LB,25
2025_07_LA_JAX,7,JAX,LA,p_335,00-0039137,B.Young,LB,12
2025_07_LA_JAX,7,JAX,LA,p_335,00-0039138,K.Turner,DL,12
2025_07_LA_JAX,7,JAX,LA,p_335,00-0039852,J.Verse,DL,25
2025_07_LA_JAX,7,JAX,LA,p_335,00-0039734,B.Fiske,DL,11
2025_07_LA_JAX,7,JAX,LA,p_335,00-0039834,K.Kinchens,DB,17
2025_07_LA_JAX,7,JAX,LA,p_335,00-0039774,O.Speights,LB,25
2025_07_LA_JAX,7,JAX,LA,p_326,00-0034203,D.Williams,DB,18
2025_07_LA_JAX,7,JAX,LA,p_326,00-0036349,K.Curl,DB,24
2025_07_LA_JAX,7,JAX,LA,p_326,00-0037839,C.Durant,DB,19
2025_07_LA_JAX,7,JAX,LA,p_326,00-0037841,Q.Lake,DB,24
2025_07_LA_JAX,7,JAX,LA,p_326,00-0037587,N.Landman,LB,15
2025_07_LA_JAX,7,JAX,LA,p_326,00-0039137,B.Young,LB,19
2025_07_LA_JAX,7,JAX,LA,p_326,00-0039138,K.Turner,DL,20
2025_07_LA_JAX,7,JAX,LA,p_326,00-0039852,J.Verse,DL,24
2025_07_LA_JAX,7,JAX,LA,p_326,00-0039734,B.Fiske,DL,21
2025_07_LA_JAX,7,JAX,LA,p_326,00-0039834,K.Kinchens,DB,9
2025_07_LA_JAX,7,JAX,LA,p_326,00-0039776,J.McCollough,DB,24
2025_07_LA_JAX,7,LA,JAX,p_425,00-0032164,A.Armstead,DL,22
2025_07_LA_JAX,7,LA,JAX,p_425,00-0033073,E.Ogbah,DL,17
2025_07_LA_JAX,7,LA,JAX,p_425,00-0033038,E.Murray,DB,18
2025_07_LA_JAX,7,LA,JAX,p_425,00-0033928,J.Lewis,DB,30
2025_07_LA_JAX,7,LA,JAX,p_425,00-0034413,F.Oluokun,LB,30
2025_07_LA_JAX,7,LA,JAX,p_425,00-0035642,J.Hines-Allen,DL,22
2025_07_LA_JAX,7,LA,JAX,p_425,00-0035378,A.Wingard,DB,30
2025_07_LA_JAX,7,LA,JAX,p_425,00-0036262,D.Hamilton,DL,16
2025_07_LA_JAX,7,LA,JAX,p_425,00-0036996,G.Newsome,DB,19
2025_07_LA_JAX,7,LA,JAX,p_425,00-0037313,M.Brown,DB,30
2025_07_LA_JAX,7,LA,JAX,p_425,00-0038570,V.Miller,LB,30
2025_07_LA_JAX,7,LA,JAX,p_425,00-0033907,D.Smoot,DL,16
2025_07_LA_JAX,7,LA,JAX,p_425,00-0037235,T.Walker,DL,9
2025_07_LA_JAX,7,LA,JAX,p_434,00-0032763,A.Johnson,DL,10
2025_07_LA_JAX,7,LA,JAX,p_434,00-0033038,E.Murray,DB,13
2025_07_LA_JAX,7,LA,JAX,p_434,00-0033907,D.Smoot,DL,12
2025_07_LA_JAX,7,LA,JAX,p_434,00-0033928,J.Lewis,DB,28
2025_07_LA_JAX,7,LA,JAX,p_434,00-0034413,F.Oluokun,LB,28
2025_07_LA_JAX,7,LA,JAX,p_434,00-0034473,D.Gardeck,LB,28
2025_07_LA_JAX,7,LA,JAX,p_434,00-0035642,J.Hines-Allen,DL,15
2025_07_LA_JAX,7,LA,JAX,p_434,00-0035378,A.Wingard,DB,28
2025_07_LA_JAX,7,LA,JAX,p_434,00-0037313,M.Brown,DB,28
2025_07_LA_JAX,7,LA,JAX,p_434,00-0038570,V.Miller,LB,28
2025_07_LA_JAX,7,LA,JAX,p_434,00-0039889,M.Smith,DL,22
2025_07_LA_JAX,7,LA,JAX,p_425,00-0032763,A.Johnson,DL,7
2025_07_LA_JAX,7,LA,JAX,p_425,00-0039889,M.Smith,DL,8
2025_07_LA_JAX,7,LA,JAX,p_434,00-0032164,A.Armstead,DL,6
2025_07_LA_JAX,7,LA,JAX,p_434,00-0033073,E.Ogbah,DL,25
2025_07_LA_JAX,7,LA,JAX,p_434,00-0036262,D.Hamilton,DL,18
2025_07_LA_JAX,7,LA,JAX,p_425,00-0040342,D.Striggow,DL,3
2025_07_LA_JAX,7,LA,JAX,p_434,00-0040342,D.Striggow,DL,4
2025_07_LA_JAX,7,JAX,LA,p_335,00-0034234,P.Ford,DL,11
2025_07_LA_JAX,7,JAX,LA,p_335,00-0039749,T.Davis,DL,12
2025_07_LA_JAX,7,JAX,LA,p_335,00-0040580,J.Stewart,LB,7
2025_07_LA_JAX,7,JAX,LA,p_245,00-0034234,P.Ford,DL,7
2025_07_LA_JAX,7,JAX,LA,p_245,00-0036349,K.Curl,DB,16
2025_07_LA_JAX,7,JAX,LA,p_245,00-0037839,C.Durant,DB,9
2025_07_LA_JAX,7,JAX,LA,p_245,00-0037841,Q.Lake,DB,16
2025_07_LA_JAX,7,JAX,LA,p_245,00-0037587,N.Landman,LB,16
2025_07_LA_JAX,7,JAX,LA,p_245,00-0039151,E.Forbes,DB,10
2025_07_LA_JAX,7,JAX,LA,p_245,00-0039137,B.Young,LB,16
2025_07_LA_JAX,7,JAX,LA,p_245,00-0039834,K.Kinchens,DB,9
2025_07_LA_JAX,7,JAX,LA,p_245,00-0039749,T.Davis,DL,7
2025_07_LA_JAX,7,JAX,LA,p_245,00-0039774,O.Speights,LB,16
2025_07_LA_JAX,7,JAX,LA,p_245,00-0040580,J.Stewart,LB,14
2025_07_LA_JAX,7,JAX,LA,p_335,00-0039151,E.Forbes,DB,18
2025_07_LA_JAX,7,JAX,LA,p_335,00-0039076,N.Hampton,LB,6
2025_07_LA_JAX,7,JAX,LA,p_434,00-0034234,P.Ford,DL,2
2025_07_LA_JAX,7,JAX,LA,p_434,00-0036349,K.Curl,DB,4
2025_07_LA_JAX,7,JAX,LA,p_434,00-0037839,C.Durant,DB,3
2025_07_LA_JAX,7,JAX,LA,p_434,00-0037841,Q.Lake,DB,4
2025_07_LA_JAX,7,JAX,LA,p_434,00-0037587,N.Landman,LB,4
2025_07_LA_JAX,7,JAX,LA,p_434,00-0039151,E.Forbes,DB,4
2025_07_LA_JAX,7,JAX,LA,p_434,00-0039138,K.Turner,DL,3
2025_07_LA_JAX,7,JAX,LA,p_434,00-0039076,N.Hampton,LB,2
2025_07_LA_JAX,7,JAX,LA,p_434,00-0039852,J.Verse,DL,4
2025_07_LA_JAX,7,JAX,LA,p_434,00-0039734,B.Fiske,DL,1
2025_07_LA_JAX,7,JAX,LA,p_434,00-0039774,O.Speights,LB,4
2025_07_LA_JAX,7,JAX,LA,p_434,00-0036237,L.Murchison,DL,2
2025_07_LA_JAX,7,JAX,LA,p_434,00-0039137,B.Young,LB,1
2025_07_LA_JAX,7,JAX,LA,p_434,00-0039749,T.Davis,DL,2
2025_07_LA_JAX,7,JAX,LA,p_434,00-0040585,T.Hamilton,DL,2
2025_07_LA_JAX,7,JAX,LA,p_326,00-0036237,L.Murchison,DL,2
2025_07_LA_JAX,7,JAX,LA,p_326,00-0039151,E.Forbes,DB,11
2025_07_LA_JAX,7,JAX,LA,p_326,00-0039749,T.Davis,DL,3
2025_07_LA_JAX,7,JAX,LA,p_326,00-0040580,J.Stewart,LB,7
2025_07_LA_JAX,7,LA,JAX,p_326,00-0032164,A.Armstead,DL,2
2025_07_LA_JAX,7,LA,JAX,p_326,00-0033038,E.Murray,DB,1
2025_07_LA_JAX,7,LA,JAX,p_326,00-0033928,J.Lewis,DB,2
2025_07_LA_JAX,7,LA,JAX,p_326,00-0034413,F.Oluokun,LB,2
2025_07_LA_JAX,7,LA,JAX,p_326,00-0034473,D.Gardeck,LB,2
2025_07_LA_JAX,7,LA,JAX,p_326,00-0035642,J.Hines-Allen,DL,2
2025_07_LA_JAX,7,LA,JAX,p_326,00-0035378,A.Wingard,DB,2
2025_07_LA_JAX,7,LA,JAX,p_326,00-0036996,G.Newsome,DB,2
2025_07_LA_JAX,7,LA,JAX,p_326,00-0037235,T.Walker,DL,2
2025_07_LA_JAX,7,LA,JAX,p_326,00-0037313,M.Brown,DB,2
2025_07_LA_JAX,7,LA,JAX,p_326,00-0038596,A.Johnson,DB,2
2025_07_LA_JAX,7,JAX,LA,p_434,00-0034203,D.Williams,DB,1
2025_07_LA_JAX,7,JAX,LA,p_434,00-0040580,J.Stewart,LB,1
2025_07_LA_JAX,7,JAX,LA,p_245,00-0034203,D.Williams,DB,13
2025_07_LA_JAX,7,JAX,LA,p_245,00-0039138,K.Turner,DL,6
2025_07_LA_JAX,7,JAX,LA,p_245,00-0039076,N.Hampton,LB,2
2025_07_LA_JAX,7,JAX,LA,p_245,00-0039734,B.Fiske,DL,6
2025_07_LA_JAX,7,JAX,LA,p_335,00-0036237,L.Murchison,DL,2
2025_07_LA_JAX,7,JAX,LA,p_335,00-0040585,T.Hamilton,DL,2
2025_07_LA_JAX,7,LA,JAX,p_416,00-0032164,A.Armstead,DL,6
2025_07_LA_JAX,7,LA,JAX,p_416,00-0033038,E.Murray,DB,2
2025_07_LA_JAX,7,LA,JAX,p_416,00-0033907,D.Smoot,DL,6
2025_07_LA_JAX,7,LA,JAX,p_416,00-0033928,J.Lewis,DB,5
2025_07_LA_JAX,7,LA,JAX,p_416,00-0034413,F.Oluokun,LB,6
2025_07_LA_JAX,7,LA,JAX,p_416,00-0035642,J.Hines-Allen,DL,6
2025_07_LA_JAX,7,LA,JAX,p_416,00-0035378,A.Wingard,DB,6
2025_07_LA_JAX,7,LA,JAX,p_416,00-0036996,G.Newsome,DB,3
2025_07_LA_JAX,7,LA,JAX,p_416,00-0037235,T.Walker,DL,6
2025_07_LA_JAX,7,LA,JAX,p_416,00-0037313,M.Brown,DB,6
2025_07_LA_JAX,7,LA,JAX,p_416,00-0038596,A.Johnson,DB,6
2025_07_LA_JAX,7,LA,JAX,p_416,00-0039353,J.Jones,DB,1
2025_07_LA_JAX,7,LA,JAX,p_416,00-0040213,R.Lane,DB,4
2025_07_LA_JAX,7,LA,JAX,p_326,00-0040213,R.Lane,DB,1
2025_07_LA_JAX,7,JAX,LA,p_335,00-0039776,J.McCollough,DB,8
2025_07_LA_JAX,7,JAX,LA,p_245,00-0036237,L.Murchison,DL,3
2025_07_LA_JAX,7,JAX,LA,p_245,00-0039776,J.McCollough,DB,7
2025_07_LA_JAX,7,JAX,LA,p_245,00-0040585,T.Hamilton,DL,3
2025_07_LA_JAX,7,LA,JAX,p_434,00-0038596,A.Johnson,DB,15
2025_07_LA_JAX,7,LA,JAX,p_425,00-0038596,A.Johnson,DB,12
2025_07_LA_JAX,7,LA,JAX,p_425,00-0040718,T.Hunter,DB,11
2025_07_LA_JAX,7,JAX,LA,p_326,00-0039772,J.Wallace,DB,15
2025_07_LA_JAX,7,LA,JAX,p_416,00-0040718,T.Hunter,DB,3
2025_07_LA_JAX,7,JAX,LA,p_236,00-0034203,D.Williams,DB,4
2025_07_LA_JAX,7,JAX,LA,p_236,00-0034234,P.Ford,DL,3
2025_07_LA_JAX,7,JAX,LA,p_236,00-0036349,K.Curl,DB,8
2025_07_LA_JAX,7,JAX,LA,p_236,00-0037841,Q.Lake,DB,8
2025_07_LA_JAX,7,JAX,LA,p_236,00-0037587,N.Landman,LB,2
2025_07_LA_JAX,7,JAX,LA,p_236,00-0039151,E.Forbes,DB,6
2025_07_LA_JAX,7,JAX,LA,p_236,00-0039137,B.Young,LB,4
2025_07_LA_JAX,7,JAX,LA,p_236,00-0039749,T.Davis,DL,3
2025_07_LA_JAX,7,JAX,LA,p_236,00-0039772,J.Wallace,DB,8
2025_07_LA_JAX,7,JAX,LA,p_236,00-0039776,J.McCollough,DB,8
2025_07_LA_JAX,7,JAX,LA,p_236,00-0040580,J.Stewart,LB,5
2025_07_LA_JAX,7,JAX,LA,p_326,00-0034234,P.Ford,DL,1
2025_07_LA_JAX,7,JAX,LA,p_236,00-0039138,K.Turner,DL,3
2025_07_LA_JAX,7,JAX,LA,p_236,00-0039076,N.Hampton,LB,7
2025_07_LA_JAX,7,JAX,LA,p_236,00-0039734,B.Fiske,DL,3
2025_07_LA_JAX,7,JAX,LA,p_326,00-0035617,T.Reeder,LB,7
2025_07_LA_JAX,7,JAX,LA,p_236,00-0035617,T.Reeder,LB,6
2025_07_LA_JAX,7,JAX,LA,p_236,00-0037839,C.Durant,DB,6
2025_07_LA_JAX,7,JAX,LA,p_326,00-0040585,T.Hamilton,DL,1
2025_07_LA_JAX,7,JAX,LA,p_236,00-0036237,L.Murchison,DL,2
2025_07_LA_JAX,7,JAX,LA,p_236,00-0040585,T.Hamilton,DL,2
2025_07_NO_CHI,7,CHI,NO,p_335,00-0027962,C.Jordan,LB,10
2025_07_NO_CHI,7,CHI,NO,p_335,00-0029607,D.Davis,LB,10
2025_07_NO_CHI,7,CHI,NO,p_335,00-0033860,D.Godchaux,DL,2
2025_07_NO_CHI,7,CHI,NO,p_335,00-0034361,J.Reid,DB,10
2025_07_NO_CHI,7,CHI,NO,p_335,00-0036321,C.Young,DL,6
2025_07_NO_CHI,7,CHI,NO,p_335,00-0036927,P.Werner,LB,3
2025_07_NO_CHI,7,CHI,NO,p_335,00-0038121,A.Taylor,DB,10
2025_07_NO_CHI,7,CHI,NO,p_335,00-0038995,B.Bresee,DL,8
2025_07_NO_CHI,7,CHI,NO,p_335,00-0039860,K.McKinstry,DB,10
2025_07_NO_CHI,7,CHI,NO,p_335,00-0040643,J.Sanker,DB,10
2025_07_NO_CHI,7,CHI,NO,p_335,00-0040166,Q.Riley,DB,10
2025_07_NO_CHI,7,CHI,NO,p_335,00-0034760,N.Shepherd,DL,7
2025_07_NO_CHI,7,CHI,NO,p_335,00-0039622,I.Stalbird,LB,3
2025_07_NO_CHI,7,NO,CHI,p_425,00-0033132,K.Byard,DB,40
2025_07_NO_CHI,7,NO,CHI,p_425,00-0033066,A.Billings,DL,17
2025_07_NO_CHI,7,NO,CHI,p_425,00-0034673,T.Edmunds,LB,40
2025_07_NO_CHI,7,NO,CHI,p_425,00-0035647,M.Sweat,DL,29
2025_07_NO_CHI,7,NO,CHI,p_425,00-0035386,T.Edwards,LB,40
2025_07_NO_CHI,7,NO,CHI,p_425,00-0036480,D.Odeyingbo,DL,35
2025_07_NO_CHI,7,NO,CHI,p_425,00-0036986,N.Wright,DB,39
2025_07_NO_CHI,7,NO,CHI,p_425,00-0038111,K.Gordon,DB,40
2025_07_NO_CHI,7,NO,CHI,p_425,00-0038135,J.Brisker,DB,40
2025_07_NO_CHI,7,NO,CHI,p_425,00-0039070,G.Dexter,DL,25
2025_07_NO_CHI,7,NO,CHI,p_425,00-0039071,T.Stevenson,DB,25
2025_07_NO_CHI,7,NO,CHI,p_434,00-0033132,K.Byard,DB,13
2025_07_NO_CHI,7,NO,CHI,p_434,00-0033066,A.Billings,DL,9
2025_07_NO_CHI,7,NO,CHI,p_434,00-0034673,T.Edmunds,LB,13
2025_07_NO_CHI,7,NO,CHI,p_434,00-0035647,M.Sweat,DL,8
2025_07_NO_CHI,7,NO,CHI,p_434,00-0035386,T.Edwards,LB,13
2025_07_NO_CHI,7,NO,CHI,p_434,00-0036480,D.Odeyingbo,DL,10
2025_07_NO_CHI,7,NO,CHI,p_434,00-0036986,N.Wright,DB,13
2025_07_NO_CHI,7,NO,CHI,p_434,00-0038135,J.Brisker,DB,13
2025_07_NO_CHI,7,NO,CHI,p_434,00-0037271,D.Jackson,LB,13
2025_07_NO_CHI,7,NO,CHI,p_434,00-0039070,G.Dexter,DL,9
2025_07_NO_CHI,7,NO,CHI,p_434,00-0039071,T.Stevenson,DB,5
2025_07_NO_CHI,7,CHI,NO,p_524,00-0029607,D.Davis,LB,14
2025_07_NO_CHI,7,CHI,NO,p_524,00-0033860,D.Godchaux,DL,14
2025_07_NO_CHI,7,CHI,NO,p_524,00-0034361,J.Reid,DB,14
2025_07_NO_CHI,7,CHI,NO,p_524,00-0034760,N.Shepherd,DL,9
2025_07_NO_CHI,7,CHI,NO,p_524,00-0035402,C.Granderson,DL,14
2025_07_NO_CHI,7,CHI,NO,p_524,00-0036321,C.Young,DL,14
2025_07_NO_CHI,7,CHI,NO,p_524,00-0036927,P.Werner,LB,10
2025_07_NO_CHI,7,CHI,NO,p_524,00-0038121,A.Taylor,DB,14
2025_07_NO_CHI,7,CHI,NO,p_524,00-0038995,B.Bresee,DL,10
2025_07_NO_CHI,7,CHI,NO,p_524,00-0039860,K.McKinstry,DB,14
2025_07_NO_CHI,7,CHI,NO,p_524,00-0040643,J.Sanker,DB,14
2025_07_NO_CHI,7,CHI,NO,p_425,00-0029607,D.Davis,LB,20
2025_07_NO_CHI,7,CHI,NO,p_425,00-0033860,D.Godchaux,DL,4
2025_07_NO_CHI,7,CHI,NO,p_425,00-0034361,J.Reid,DB,20
2025_07_NO_CHI,7,CHI,NO,p_425,00-0035402,C.Granderson,DL,20
2025_07_NO_CHI,7,CHI,NO,p_425,00-0036321,C.Young,DL,20
2025_07_NO_CHI,7,CHI,NO,p_425,00-0036927,P.Werner,LB,15
2025_07_NO_CHI,7,CHI,NO,p_425,00-0038121,A.Taylor,DB,19
2025_07_NO_CHI,7,CHI,NO,p_425,00-0038995,B.Bresee,DL,20
2025_07_NO_CHI,7,CHI,NO,p_425,00-0039860,K.McKinstry,DB,20
2025_07_NO_CHI,7,CHI,NO,p_425,00-0040643,J.Sanker,DB,20
2025_07_NO_CHI,7,CHI,NO,p_425,00-0040166,Q.Riley,DB,19
2025_07_NO_CHI,7,CHI,NO,p_425,00-0034760,N.Shepherd,DL,15
2025_07_NO_CHI,7,NO,CHI,p_326,00-0033132,K.Byard,DB,2
2025_07_NO_CHI,7,NO,CHI,p_326,00-0034673,T.Edmunds,LB,2
2025_07_NO_CHI,7,NO,CHI,p_326,00-0034485,J.Owens,DB,2
2025_07_NO_CHI,7,NO,CHI,p_326,00-0035647,M.Sweat,DL,2
2025_07_NO_CHI,7,NO,CHI,p_326,00-0035386,T.Edwards,LB,2
2025_07_NO_CHI,7,NO,CHI,p_326,00-0036480,D.Odeyingbo,DL,2
2025_07_NO_CHI,7,NO,CHI,p_326,00-0036986,N.Wright,DB,2
2025_07_NO_CHI,7,NO,CHI,p_326,00-0038111,K.Gordon,DB,2
2025_07_NO_CHI,7,NO,CHI,p_326,00-0038135,J.Brisker,DB,2
2025_07_NO_CHI,7,NO,CHI,p_326,00-0039070,G.Dexter,DL,2
2025_07_NO_CHI,7,NO,CHI,p_326,00-0039071,T.Stevenson,DB,2
2025_07_NO_CHI,7,CHI,NO,p_524,00-0040155,D.Stutsman,LB,4
2025_07_NO_CHI,7,CHI,NO,p_425,00-0040155,D.Stutsman,LB,2
2025_07_NO_CHI,7,CHI,NO,p_425,00-0039622,I.Stalbird,LB,3
2025_07_NO_CHI,7,NO,CHI,p_425,00-0037082,D.Robinson,DL,28
2025_07_NO_CHI,7,NO,CHI,p_425,00-0037094,J.Ford,DL,5
2025_07_NO_CHI,7,NO,CHI,p_425,00-0040741,S.Turner,DL,5
2025_07_NO_CHI,7,NO,CHI,p_425,00-0035857,C.Williams,DL,15
2025_07_NO_CHI,7,CHI,NO,p_335,00-0033093,J.Bullard,DL,2
2025_07_NO_CHI,7,CHI,NO,p_335,00-0036867,C.Rumph,LB,4
2025_07_NO_CHI,7,CHI,NO,p_335,00-0039401,K.Boyd,DL,4
2025_07_NO_CHI,7,CHI,NO,p_245,00-0027962,C.Jordan,LB,7
2025_07_NO_CHI,7,CHI,NO,p_245,00-0029607,D.Davis,LB,7
2025_07_NO_CHI,7,CHI,NO,p_245,00-0033093,J.Bullard,DL,2
2025_07_NO_CHI,7,CHI,NO,p_245,00-0034361,J.Reid,DB,7
2025_07_NO_CHI,7,CHI,NO,p_245,00-0034760,N.Shepherd,DL,2
2025_07_NO_CHI,7,CHI,NO,p_245,00-0036927,P.Werner,LB,5
2025_07_NO_CHI,7,CHI,NO,p_245,00-0036867,C.Rumph,LB,7
2025_07_NO_CHI,7,CHI,NO,p_245,00-0038121,A.Taylor,DB,7
2025_07_NO_CHI,7,CHI,NO,p_245,00-0039860,K.McKinstry,DB,7
2025_07_NO_CHI,7,CHI,NO,p_245,00-0040643,J.Sanker,DB,7
2025_07_NO_CHI,7,CHI,NO,p_245,00-0040166,Q.Riley,DB,7
2025_07_NO_CHI,7,CHI,NO,p_344,00-0027962,C.Jordan,LB,9
2025_07_NO_CHI,7,CHI,NO,p_344,00-0029607,D.Davis,LB,9
2025_07_NO_CHI,7,CHI,NO,p_344,00-0033093,J.Bullard,DL,7
2025_07_NO_CHI,7,CHI,NO,p_344,00-0034361,J.Reid,DB,9
2025_07_NO_CHI,7,CHI,NO,p_344,00-0034760,N.Shepherd,DL,9
2025_07_NO_CHI,7,CHI,NO,p_344,00-0036927,P.Werner,LB,3
2025_07_NO_CHI,7,CHI,NO,p_344,00-0036867,C.Rumph,LB,9
2025_07_NO_CHI,7,CHI,NO,p_344,00-0038121,A.Taylor,DB,9
2025_07_NO_CHI,7,CHI,NO,p_344,00-0039860,K.McKinstry,DB,9
2025_07_NO_CHI,7,CHI,NO,p_344,00-0039401,K.Boyd,DL,8
2025_07_NO_CHI,7,CHI,NO,p_344,00-0040643,J.Sanker,DB,9
2025_07_NO_CHI,7,CHI,NO,p_515,00-0029607,D.Davis,LB,4
2025_07_NO_CHI,7,CHI,NO,p_515,00-0033860,D.Godchaux,DL,4
2025_07_NO_CHI,7,CHI,NO,p_515,00-0034361,J.Reid,DB,4
2025_07_NO_CHI,7,CHI,NO,p_515,00-0034760,N.Shepherd,DL,3
2025_07_NO_CHI,7,CHI,NO,p_515,00-0035402,C.Granderson,DL,4
2025_07_NO_CHI,7,CHI,NO,p_515,00-0036321,C.Young,DL,4
2025_07_NO_CHI,7,CHI,NO,p_515,00-0038121,A.Taylor,DB,4
2025_07_NO_CHI,7,CHI,NO,p_515,00-0038995,B.Bresee,DL,4
2025_07_NO_CHI,7,CHI,NO,p_515,00-0039860,K.McKinstry,DB,4
2025_07_NO_CHI,7,CHI,NO,p_515,00-0040643,J.Sanker,DB,4
2025_07_NO_CHI,7,CHI,NO,p_515,00-0040166,Q.Riley,DB,3
2025_07_NO_CHI,7,NO,CHI,p_434,00-0037094,J.Ford,DL,4
2025_07_NO_CHI,7,NO,CHI,p_434,00-0040741,S.Turner,DL,5
2025_07_NO_CHI,7,CHI,NO,p_524,00-0033093,J.Bullard,DL,9
2025_07_NO_CHI,7,NO,CHI,p_434,00-0035857,C.Williams,DL,4
2025_07_NO_CHI,7,NO,CHI,p_434,00-0037082,D.Robinson,DL,3
2025_07_NO_CHI,7,CHI,NO,p_245,00-0038995,B.Bresee,DL,5
2025_07_NO_CHI,7,CHI,NO,p_245,00-0039401,K.Boyd,DL,2
2025_07_NO_CHI,7,CHI,NO,p_344,00-0038995,B.Bresee,DL,2
2025_07_NO_CHI,7,CHI,NO,p_425,00-0033697,M.Davis,DB,1
2025_07_NO_CHI,7,CHI,NO,p_425,00-0036421,T.Burgess,DB,1
2025_07_NO_CHI,7,CHI,NO,p_335,00-0035402,C.Granderson,DL,1
2025_07_NO_CHI,7,CHI,NO,p_515,00-0036421,T.Burgess,DB,1
2025_07_NO_CHI,7,CHI,NO,p_614,00-0029607,D.Davis,LB,2
2025_07_NO_CHI,7,CHI,NO,p_614,00-0033860,D.Godchaux,DL,2
2025_07_NO_CHI,7,CHI,NO,p_614,00-0034361,J.Reid,DB,2
2025_07_NO_CHI,7,CHI,NO,p_614,00-0034760,N.Shepherd,DL,2
2025_07_NO_CHI,7,CHI,NO,p_614,00-0035402,C.Granderson,DL,2
2025_07_NO_CHI,7,CHI,NO,p_614,00-0036321,C.Young,DL,2
2025_07_NO_CHI,7,CHI,NO,p_614,00-0038995,B.Bresee,DL,2
2025_07_NO_CHI,7,CHI,NO,p_614,00-0039860,K.McKinstry,DB,2
2025_07_NO_CHI,7,CHI,NO,p_614,00-0039401,K.Boyd,DL,2
2025_07_NO_CHI,7,CHI,NO,p_614,00-0040643,J.Sanker,DB,2
2025_07_NO_CHI,7,CHI,NO,p_614,00-0040166,Q.Riley,DB,1
2025_07_NO_CHI,7,NO,CHI,p_425,00-0037843,D.Hardy,DL,1
2025_07_NO_CHI,7,NO,CHI,p_434,00-0036589,N.McCloud,DB,8
2025_07_NO_CHI,7,NO,CHI,p_425,00-0036589,N.McCloud,DB,15
